D:/Sources/Other/renderdoc-profiler-counters/example.rdc - Frame #4294967295

 EID  | Event                                                         | Action #
3892  |           - DrawIndexedInstanced(3408, 104)                   | 1068  
3898  |           - DrawIndexedInstanced(3408, 86)                    | 1069  
3904  |           - DrawIndexedInstanced(3408, 59)                    | 1070  
3910  |           - DrawIndexedInstanced(3408, 5)                     | 1071  
3916  |           - DrawIndexed(3408)                                 | 1072  
3922  |           - DrawIndexedInstanced(3408, 13)                    | 1073  
3928  |           - DrawIndexedInstanced(3408, 60)                    | 1074  
3934  |           - DrawIndexedInstanced(3408, 26)                    | 1075  
3940  |           - DrawIndexedInstanced(3408, 58)                    | 1076  
3946  |           - DrawIndexedInstanced(3408, 105)                   | 1077  
3952  |           - DrawIndexedInstanced(3408, 186)                   | 1078  
3958  |           - DrawIndexedInstanced(3408, 108)                   | 1079  
3964  |           - DrawIndexedInstanced(3408, 45)                    | 1080  
3970  |           - DrawIndexedInstanced(3408, 6)                     | 1081  
3976  |           - DrawIndexedInstanced(3408, 25)                    | 1082  
3982  |           - DrawIndexedInstanced(3408, 34)                    | 1083  
3988  |           - DrawIndexedInstanced(3408, 139)                   | 1084  
3994  |           - DrawIndexedInstanced(3408, 115)                   | 1085  
4000  |           - DrawIndexedInstanced(3408, 26)                    | 1086  
4006  |           - DrawIndexedInstanced(3408, 22)                    | 1087  
4012  |           - DrawIndexedInstanced(3408, 7)                     | 1088  
4018  |           - DrawIndexedInstanced(3408, 24)                    | 1089  
4024  |           - DrawIndexedInstanced(3408, 49)                    | 1090  
4030  |           - DrawIndexedInstanced(3408, 103)                   | 1091  
4036  |           - DrawIndexedInstanced(3408, 13)                    | 1092  
4042  |           - DrawIndexedInstanced(3408, 18)                    | 1093  
4048  |           - DrawIndexedInstanced(3408, 10)                    | 1094  
4054  |           - DrawIndexedInstanced(3408, 20)                    | 1095  
4060  |           - DrawIndexedInstanced(3408, 35)                    | 1096  
4066  |           - DrawIndexedInstanced(3408, 89)                    | 1097  
4072  |           - DrawIndexedInstanced(3408, 15)                    | 1098  
4078  |           - DrawIndexedInstanced(384, 30)                     | 1099  
4084  |           - DrawIndexedInstanced(384, 39)                     | 1100  
4090  |           - DrawIndexedInstanced(384, 68)                     | 1101  
4096  |           - DrawIndexedInstanced(384, 48)                     | 1102  
4102  |           - DrawIndexedInstanced(384, 446)                    | 1103  
4108  |           - DrawIndexedInstanced(384, 104)                    | 1104  
4114  |           - DrawIndexedInstanced(384, 161)                    | 1105  
4120  |           - DrawIndexedInstanced(384, 454)                    | 1106  
4126  |           - DrawIndexedInstanced(384, 18)                     | 1107  
4132  |           - DrawIndexedInstanced(384, 65)                     | 1108  
4138  |           - DrawIndexedInstanced(384, 15)                     | 1109  
4144  |           - DrawIndexedInstanced(384, 10)                     | 1110  
4150  |           - DrawIndexedInstanced(384, 32)                     | 1111  
4156  |           - DrawIndexedInstanced(384, 67)                     | 1112  
4162  |           - DrawIndexedInstanced(384, 80)                     | 1113  
4168  |           - DrawIndexedInstanced(384, 75)                     | 1114  
4174  |           - DrawIndexedInstanced(384, 146)                    | 1115  
4180  |           - DrawIndexedInstanced(384, 124)                    | 1116  
4186  |           - DrawIndexedInstanced(384, 365)                    | 1117  
4192  |           - DrawIndexedInstanced(384, 103)                    | 1118  
4198  |           - DrawIndexedInstanced(384, 239)                    | 1119  
4204  |           - DrawIndexedInstanced(384, 192)                    | 1120  
4210  |           - DrawIndexedInstanced(384, 25)                     | 1121  
4216  |           - DrawIndexedInstanced(384, 61)                     | 1122  
4222  |           - DrawIndexedInstanced(384, 109)                    | 1123  
4228  |           - DrawIndexedInstanced(384, 86)                     | 1124  
4234  |           - DrawIndexedInstanced(384, 153)                    | 1125  
4240  |           - DrawIndexedInstanced(384, 420)                    | 1126  
4246  |           - DrawIndexedInstanced(384, 107)                    | 1127  
4252  |           - DrawIndexedInstanced(384, 147)                    | 1128  
4258  |           - DrawIndexedInstanced(384, 454)                    | 1129  
4264  |           - DrawIndexedInstanced(384, 13)                     | 1130  
4270  |           - DrawIndexedInstanced(384, 287)                    | 1131  
4276  |           - DrawIndexedInstanced(384, 40)                     | 1132  
4282  |           - DrawIndexedInstanced(384, 67)                     | 1133  
4288  |           - DrawIndexedInstanced(384, 115)                    | 1134  
4294  |           - DrawIndexedInstanced(384, 320)                    | 1135  
4300  |           - DrawIndexedInstanced(384, 99)                     | 1136  
4306  |           - DrawIndexedInstanced(384, 259)                    | 1137  
4312  |           - DrawIndexedInstanced(384, 325)                    | 1138  
4318  |           - DrawIndexedInstanced(384, 256)                    | 1139  
4324  |           - DrawIndexedInstanced(384, 26)                     | 1140  
4330  |           - DrawIndexedInstanced(384, 407)                    | 1141  
4336  |           - DrawIndexedInstanced(384, 228)                    | 1142  
4342  |           - DrawIndexedInstanced(384, 145)                    | 1143  
4348  |           - DrawIndexedInstanced(384, 63)                     | 1144  
4354  |           - DrawIndexedInstanced(384, 102)                    | 1145  
4360  |           - DrawIndexedInstanced(384, 98)                     | 1146  
4366  |           - DrawIndexedInstanced(384, 131)                    | 1147  
4368  |         - RenderLoop.Draw                                     | 1148-1399
4378  |          \- DrawIndexedInstanced(384, 144)                    | 1148  
4384  |           - DrawIndexedInstanced(384, 454)                    | 1149  
4390  |           - DrawIndexedInstanced(384, 185)                    | 1150  
4396  |           - DrawIndexedInstanced(384, 384)                    | 1151  
4402  |           - DrawIndexedInstanced(384, 25)                     | 1152  
4408  |           - DrawIndexedInstanced(384, 240)                    | 1153  
4414  |           - DrawIndexedInstanced(384, 119)                    | 1154  
4420  |           - DrawIndexedInstanced(384, 32)                     | 1155  
4426  |           - DrawIndexedInstanced(384, 76)                     | 1156  
4432  |           - DrawIndexedInstanced(384, 143)                    | 1157  
4438  |           - DrawIndexedInstanced(384, 133)                    | 1158  
4444  |           - DrawIndexedInstanced(384, 182)                    | 1159  
4450  |           - DrawIndexedInstanced(384, 205)                    | 1160  
4456  |           - DrawIndexedInstanced(384, 335)                    | 1161  
4462  |           - DrawIndexedInstanced(384, 2)                      | 1162  
4468  |           - DrawIndexedInstanced(384, 75)                     | 1163  
4474  |           - DrawIndexedInstanced(384, 154)                    | 1164  
4480  |           - DrawIndexedInstanced(384, 77)                     | 1165  
4486  |           - DrawIndexedInstanced(384, 174)                    | 1166  
4492  |           - DrawIndexedInstanced(384, 135)                    | 1167  
4498  |           - DrawIndexedInstanced(384, 95)                     | 1168  
4504  |           - DrawIndexedInstanced(384, 160)                    | 1169  
4510  |           - DrawIndexedInstanced(384, 255)                    | 1170  
4516  |           - DrawIndexedInstanced(384, 226)                    | 1171  
4522  |           - DrawIndexedInstanced(384, 63)                     | 1172  
4528  |           - DrawIndexedInstanced(384, 90)                     | 1173  
4534  |           - DrawIndexedInstanced(384, 134)                    | 1174  
4540  |           - DrawIndexedInstanced(384, 252)                    | 1175  
4546  |           - DrawIndexedInstanced(384, 445)                    | 1176  
4552  |           - DrawIndexedInstanced(384, 269)                    | 1177  
4558  |           - DrawIndexedInstanced(384, 65)                     | 1178  
4564  |           - DrawIndexedInstanced(384, 36)                     | 1179  
4570  |           - DrawIndexedInstanced(384, 2)                      | 1180  
4576  |           - DrawIndexedInstanced(384, 72)                     | 1181  
4582  |           - DrawIndexedInstanced(384, 135)                    | 1182  
4588  |           - DrawIndexedInstanced(384, 198)                    | 1183  
4594  |           - DrawIndexedInstanced(384, 27)                     | 1184  
4600  |           - DrawIndexedInstanced(384, 3)                      | 1185  
